"site_id","site_name","data","year","month","date","flow_m3s","thresh_m3s","norm"
"10128500","Weber River","CTN5",2009,6,2009-06-15,17.4582320045651,21.0351906127833,-0.325636397890353
"10128500","Weber River","CTN5",2009,7,2009-07-15,4.71115577925805,5.96922406140764,-0.386309702213615
"10128500","Weber River","CTN5",2009,8,2009-08-15,3.07247230613901,3.01037484486018,0.0573396861577347
"10128500","Weber River","CTN5",2009,9,2009-09-15,2.57004293885457,2.25047291486478,0.369909059495092
"10128500","Weber River","CTN5",2009,10,2009-10-15,2.2112648635158,2.03516729135528,0.252335186306372
"10128500","Weber River","CTN5",2009,11,2009-11-15,1.94449185502622,1.8258393503921,0.258458331328969
"10128500","Weber River","CTN5",2009,12,2009-12-15,1.74181392659032,1.59815988231691,0.374073798799675
"10128500","Weber River","CTN5",2010,1,2010-01-15,1.61231326531495,1.50645412506615,0.352329508845264
"10128500","Weber River","CTN5",2010,2,2010-02-15,1.51297269260602,1.50628925632801,0.0252152944447841
"10128500","Weber River","CTN5",2010,3,2010-03-15,1.68966362493268,1.77675681057963,-0.188317438507949
"10128500","Weber River","CTN5",2010,4,2010-04-15,4.65304610577861,4.61661192999168,0.0183128015903789
"10128500","Weber River","CTN5",2010,5,2010-05-15,13.0471108293645,18.2142778613805,-0.93598228598377
"10128500","Weber River","CTN5",2010,6,2010-06-15,23.494602315364,21.0351906127833,0.202736526792495
"10128500","Weber River","CTN5",2010,7,2010-07-15,4.72365249970363,5.96922406140764,-0.382144489855397
"10128500","Weber River","CTN5",2010,8,2010-08-15,3.38638681878058,3.01037484486018,0.335958265337038
"10128500","Weber River","CTN5",2010,9,2010-09-15,2.39115589630589,2.25047291486478,0.166887566814761
"10128500","Weber River","CTN5",2010,10,2010-10-15,2.09123282506085,2.03516729135528,0.0818654294203711
"10128500","Weber River","WWN5",1980,10,1980-10-15,2.4401168852226,2.03516729135528,0.561060437719343
"10128500","Weber River","WWN5",1980,11,1980-11-15,2.91659038060974,1.8258393503921,2.06292203825344
"10128500","Weber River","WWN5",1980,12,1980-12-15,2.29883097133871,1.59815988231691,1.65741822933968
"10128500","Weber River","WWN5",1981,1,1981-01-15,2.03680130087842,1.50645412506615,1.62883508863455
"10128500","Weber River","WWN5",1981,2,1981-02-15,2.01490206358462,1.50628925632801,1.73990994374003
"10128500","Weber River","WWN5",1981,3,1981-03-15,2.76685624272425,1.77675681057963,1.80608048362786
"10128500","Weber River","WWN5",1981,4,1981-04-15,18.1720428116213,4.61661192999168,4.10814827697779
"10128500","Weber River","WWN5",1981,5,1981-05-15,26.3426434821696,18.2142778613805,1.16327488486969
"10128500","Weber River","WWN5",1981,6,1981-06-15,16.039906235445,21.0351906127833,-0.467403304547659
"10128500","Weber River","WWN5",1981,7,1981-07-15,3.8392114004243,5.96922406140764,-0.698031848367249
"10128500","Weber River","WWN5",1981,8,1981-08-15,2.8209533513414,3.01037484486018,-0.17996005479117
"10128500","Weber River","WWN5",1981,9,1981-09-15,2.39227345841628,2.25047291486478,0.168186725790756
"10128500","Weber River","WWN5",1981,10,1981-10-15,3.09175333291382,2.03516729135528,1.34725401773524
"10128500","Weber River","WWN5",1981,11,1981-11-15,2.94561752047425,1.8258393503921,2.11029116075748
"10128500","Weber River","WWN5",1981,12,1981-12-15,3.05724215134803,1.59815988231691,3.11358934966
"10128500","Weber River","WWN5",1982,1,1982-01-15,1.87485419644222,1.50645412506615,1.16454990005792
"10128500","Weber River","WWN5",1982,2,1982-02-15,2.33531215550458,1.50628925632801,2.69181470646089
"10128500","Weber River","WWN5",1982,3,1982-03-15,3.7706019699932,1.77675681057963,3.24728918243164
"10128500","Weber River","WWN5",1982,4,1982-04-15,7.82964121673647,4.61661192999168,1.34619271344361
"10128500","Weber River","WWN5",1982,5,1982-05-15,36.0275152647201,18.2142778613805,2.27552760810263
"10128500","Weber River","WWN5",1982,6,1982-06-15,46.1374007893555,21.0351906127833,1.62236033493434
"10128500","Weber River","WWN5",1982,7,1982-07-15,13.6659727277494,5.96922406140764,1.62340110051556
"10128500","Weber River","WWN5",1982,8,1982-08-15,3.90044668460963,3.01037484486018,0.757418292656429
"10128500","Weber River","WWN5",1982,9,1982-09-15,5.12269200732971,2.25047291486478,2.59285801813228
"10128500","Weber River","WWN5",1982,10,1982-10-15,5.4468543983585,2.03516729135528,3.5242119592231
"10128500","Weber River","WWN5",1982,11,1982-11-15,2.85217602384689,1.8258393503921,1.95671234616368
"10128500","Weber River","WWN5",1982,12,1982-12-15,2.11794692452594,1.59815988231691,1.26547958696207
"10128500","Weber River","WWN5",1983,1,1983-01-15,2.02103035551661,1.50645412506615,1.58470433145881
"10128500","Weber River","WWN5",1983,2,1983-02-15,2.21405618176945,1.50628925632801,2.34215084906383
"10128500","Weber River","WWN5",1983,3,1983-03-15,4.46390396681759,1.77675681057963,4.10564040681216
"10128500","Weber River","WWN5",1983,4,1983-04-15,8.30365574511753,4.61661192999168,1.5119852718255
"10128500","Weber River","WWN5",1983,5,1983-05-15,26.7657544448155,18.2142778613805,1.21692392767894
"10128500","Weber River","WWN5",1983,6,1983-06-15,55.3247628092667,21.0351906127833,2.0674390342913
"10128500","Weber River","WWN5",1983,7,1983-07-15,11.5327268914749,5.96922406140764,1.25083327727903
"10128500","Weber River","WWN5",1983,8,1983-08-15,3.98310651235566,3.01037484486018,0.821716178967788
"10128500","Weber River","WWN5",1983,9,1983-09-15,3.758701952463,2.25047291486478,1.52698690030555
"10128500","Weber River","WWN5",1983,10,1983-10-15,3.58692554320814,2.03516729135528,1.87529792239691
"10128500","Weber River","WWN5",1983,11,1983-11-15,2.31316770805929,1.8258393503921,1.00030802039389
"10128500","Weber River","WWN5",1983,12,1983-12-15,2.08840099972112,1.59815988231691,1.19941198555635
"10128500","Weber River","WWN5",1984,1,1984-01-15,1.93666962156737,1.50645412506615,1.34474845218253
"10128500","Weber River","WWN5",1984,2,1984-02-15,1.81299235657203,1.50628925632801,1.08832385357248
"10128500","Weber River","WWN5",1984,3,1984-03-15,1.85985019460405,1.77675681057963,0.174002928499897
"10128500","Weber River","WWN5",1984,4,1984-04-15,5.4054041576784,4.61661192999168,0.376785437806059
"10128500","Weber River","WWN5",1984,5,1984-05-15,42.0454567022267,18.2142778613805,2.8729848220654
"10128500","Weber River","WWN5",1984,6,1984-06-15,47.4214925761185,21.0351906127833,1.68771542595773
"10128500","Weber River","WWN5",1984,7,1984-07-15,9.44436512976882,5.96922406140764,0.840713644973168
"10128500","Weber River","WWN5",1984,8,1984-08-15,4.38171609504188,3.01037484486018,1.12014076049451
"10128500","Weber River","WWN5",1984,9,1984-09-15,3.62608348585306,2.25047291486478,1.41092066721745
"10128500","Weber River","WWN5",1984,10,1984-10-15,2.67223062353326,2.03516729135528,0.855266453390971
"10128500","Weber River","WWN5",1984,11,1984-11-15,2.78485583569594,1.8258393503921,1.84404892579503
"10128500","Weber River","WWN5",1984,12,1984-12-15,2.08481224314666,1.59815988231691,1.19134571187462
"10128500","Weber River","WWN5",1985,1,1985-01-15,1.92648340874674,1.50645412506615,1.31531614156672
"10128500","Weber River","WWN5",1985,2,1985-02-15,1.80936892641816,1.50628925632801,1.07620622022172
"10128500","Weber River","WWN5",1985,3,1985-03-15,2.78989324892802,1.77675681057963,1.84262025090214
"10128500","Weber River","WWN5",1985,4,1985-04-15,18.3355581690998,4.61661192999168,4.14265875387078
"10128500","Weber River","WWN5",1985,5,1985-05-15,41.4034103034047,18.2142778613805,2.81190906985294
"10128500","Weber River","WWN5",1985,6,1985-06-15,17.6801160097412,21.0351906127833,-0.304180039178319
"10128500","Weber River","WWN5",1985,7,1985-07-15,4.74781034333306,5.96922406140764,-0.374113994199599
"10128500","Weber River","WWN5",1985,8,1985-08-15,3.34881773930557,3.01037484486018,0.303542992076897
"10128500","Weber River","WWN5",1985,9,1985-09-15,2.70916384261339,2.25047291486478,0.521418107676744
"10128500","Weber River","WWN5",1985,10,1985-10-15,3.27670796571639,2.03516729135528,1.55043542130499
"10128500","Weber River","WWN5",1985,11,1985-11-15,2.59521948311413,1.8258393503921,1.51691726128185
"10128500","Weber River","WWN5",1985,12,1985-12-15,1.81438584755951,1.59815988231691,0.55529538575693
"10128500","Weber River","WWN5",1986,1,1986-01-15,1.72465663682727,1.50645412506615,0.709829404560768
"10128500","Weber River","WWN5",1986,2,1986-02-15,2.78831025710838,1.50628925632801,3.90378478864965
"10128500","Weber River","WWN5",1986,3,1986-03-15,8.98526750703009,1.77675681057963,Inf
"10128500","Weber River","WWN5",1986,4,1986-04-15,22.2799642401268,4.61661192999168,4.92509278828254
"10128500","Weber River","WWN5",1986,5,1986-05-15,41.2360163055294,18.2142778613805,2.7958883858711
"10128500","Weber River","WWN5",1986,6,1986-06-15,54.1154796290785,21.0351906127833,2.0116312767993
"10128500","Weber River","WWN5",1986,7,1986-07-15,7.12329360373113,5.96922406140764,0.308520188601058
"10128500","Weber River","WWN5",1986,8,1986-08-15,3.41335671802352,3.01037484486018,0.359081718419177
"10128500","Weber River","WWN5",1986,9,1986-09-15,2.73684984753615,2.25047291486478,0.550953346633314
"10128500","Weber River","WWN5",1986,10,1986-10-15,3.50557344133558,2.03516729135528,1.79190227132911
"10128500","Weber River","WWN5",1986,11,1986-11-15,2.89564050138873,1.8258393503921,2.02854572061961
"10128500","Weber River","WWN5",1986,12,1986-12-15,2.13767042669333,1.59815988231691,1.30924934400328
"10128500","Weber River","WWN5",1987,1,1987-01-15,1.7780851381083,1.50645412506615,0.874463899779485
"10128500","Weber River","WWN5",1987,2,1987-02-15,1.75462465845362,1.50628925632801,0.891153826022967
"10128500","Weber River","WWN5",1987,3,1987-03-15,2.14891855962958,1.77675681057963,0.741917778139065
"10128500","Weber River","WWN5",1987,4,1987-04-15,13.8924783685579,4.61661192999168,3.12863297788918
"10128500","Weber River","WWN5",1987,5,1987-05-15,19.9219628883415,18.2142778613805,0.269272962276487
"10128500","Weber River","WWN5",1987,6,1987-06-15,4.97860290432418,21.0351906127833,-2.10586249188636
"10128500","Weber River","WWN5",1987,7,1987-07-15,3.51472729317476,5.96922406140764,-0.826672772748117
"10128500","Weber River","WWN5",1987,8,1987-08-15,3.03870836322537,3.01037484486018,0.0262598169043994
"10128500","Weber River","WWN5",1987,9,1987-09-15,2.27651044283114,2.25047291486478,0.0314026406565905
"10128500","Weber River","WWN5",1987,10,1987-10-15,1.80918454795867,2.03516729135528,-0.346229844011297
"10128500","Weber River","WWN5",1987,11,1987-11-15,1.88274947874868,1.8258393503921,0.125319646501829
"10128500","Weber River","WWN5",1987,12,1987-12-15,1.67185741169575,1.59815988231691,0.194581157255162
"10128500","Weber River","WWN5",1988,1,1988-01-15,1.49509306872699,1.50645412506615,-0.0387823024750062
"10128500","Weber River","WWN5",1988,2,1988-02-15,1.42545493138458,1.50628925632801,-0.311069435857369
"10128500","Weber River","WWN5",1988,3,1988-03-15,1.57662216459306,1.77675681057963,-0.442722700777928
"10128500","Weber River","WWN5",1988,4,1988-04-15,6.93301099058561,4.61661192999168,1.01402180146549
"10128500","Weber River","WWN5",1988,5,1988-05-15,20.0347195487985,18.2142778613805,0.286503150608806
"10128500","Weber River","WWN5",1988,6,1988-06-15,9.44130143177773,21.0351906127833,-1.27614225358106
"10128500","Weber River","WWN5",1988,7,1988-07-15,3.35489406966076,5.96922406140764,-0.893131350014069
"10128500","Weber River","WWN5",1988,8,1988-08-15,2.70002642836878,3.01037484486018,-0.299137871844632
"10128500","Weber River","WWN5",1988,9,1988-09-15,2.06259166363851,2.25047291486478,-0.234154740705861
"10128500","Weber River","WWN5",1988,10,1988-10-15,1.64056132033584,2.03516729135528,-0.624121375114845
"10128500","Weber River","WWN5",1988,11,1988-11-15,1.66912534956038,1.8258393503921,-0.359184447993461
"10128500","Weber River","WWN5",1988,12,1988-12-15,1.46608790800305,1.59815988231691,-0.364281479741284
